nombre,indipais,telefono,,,,,,,,,,,,,,,,,,,,,
MONARCA ECO FRIENDLY JEWELRY,57,3128317959,,,,,,,,,,,,,,,,,,,,,
GREENEX SAS,57,3128325894,,,,,,,,,,,,,,,,,,,,,
C.I. ANDINA SAS,57,3128332612,,,,,,,,,,,,,,,,,,,,,
C.I. ANDINA SAS,57,3128333710,,,,,,,,,,,,,,,,,,,,,
LABORATORIO SAENZ S.A,57,3128339981,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS CATO S.A.,57,3128340985,,,,,,,,,,,,,,,,,,,,,
HERNANDEZ PARRA JUAN SEBASTIAN,57,3128347017,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA LOPEZ VELEZ S.A.S,57,3128432674,,,,,,,,,,,,,,,,,,,,,
SAITEX,57,3128487141,,,,,,,,,,,,,,,,,,,,,
SAITEX,57,3128487141,,,,,,,,,,,,,,,,,,,,,
MUNDIPLAS SAS,57,3128502169,,,,,,,,,,,,,,,,,,,,,
ARTICUR,57,3128508128,,,,,,,,,,,,,,,,,,,,,
AMERICAN FLOWERS MEDELLIN S.A.S,57,3128513286,,,,,,,,,,,,,,,,,,,,,
ERA DISEÑO S.A.S.,57,3128556077,,,,,,,,,,,,,,,,,,,,,
COLOR SIETE,57,3128609472,,,,,,,,,,,,,,,,,,,,,
MAR DE ROSAS SAS,57,3128680003,,,,,,,,,,,,,,,,,,,,,
SEGUNDA PIEL J,57,3128711487,,,,,,,,,,,,,,,,,,,,,
CI FACE AND BODY LTDA,57,3128712092,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS MORARBE S.A.S.,57,3128830089,,,,,,,,,,,,,,,,,,,,,
CARNES Y DERIVADOS DE OCCIDENTE S.A.,57,3128887200,,,,,,,,,,,,,,,,,,,,,
TELAROS DE COLOMBIA S.A.S.,57,3128920560,,,,,,,,,,,,,,,,,,,,,
WISEWARE SAS,57,3128932132,,,,,,,,,,,,,,,,,,,,,
ROPA BLANCA LIMITADA,57,3128937472,,,,,,,,,,,,,,,,,,,,,
0618 ARTEFACTOS SAS,57,3128959947,,,,,,,,,,,,,,,,,,,,,
FIORY SAS,57,3128981724,,,,,,,,,,,,,,,,,,,,,
FIORY SAS,57,3128981724,,,,,,,,,,,,,,,,,,,,,
INDULATEX S.A.,57,3132081792,,,,,,,,,,,,,,,,,,,,,
NIETO & MILEVCIC LTDA,57,3132082626,,,,,,,,,,,,,,,,,,,,,
BAREKE,57,3132123456,,,,,,,,,,,,,,,,,,,,,
ECOHERBS COLOMBIA,57,3132163642,,,,,,,,,,,,,,,,,,,,,
RITCHI S.A.S,57,3132240057,,,,,,,,,,,,,,,,,,,,,
FIARA GIRLS CONFECCIONES SAS,57,3132321952,,,,,,,,,,,,,,,,,,,,,
LENUSCA BEACHWEAR,57,3132375950,,,,,,,,,,,,,,,,,,,,,
DISVINILOS SAS,57,3132458972,,,,,,,,,,,,,,,,,,,,,
MADERFORMAS SAS,57,3132490807,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS LA CORUÑA LTDA.,57,3132524087,,,,,,,,,,,,,,,,,,,,,
GLOBALSOFT WIGILABS SAS,57,3132622845,,,,,,,,,,,,,,,,,,,,,
FORMFIT DE COLOMBIA S.A,57,3132827325,,,,,,,,,,,,,,,,,,,,,
SOZII SAS,57,3132838562,,,,,,,,,,,,,,,,,,,,,
NUBIXAR,57,3132920088,,,,,,,,,,,,,,,,,,,,,
NEYBER SAS,57,3132945676,,,,,,,,,,,,,,,,,,,,,
ASOVELEÑOS,57,3132949531,,,,,,,,,,,,,,,,,,,,,
TEXTILES ACRILAN LTDA.,57,3132971106,,,,,,,,,,,,,,,,,,,,,
MARTIN PESCADOR GROUP SAS,57,3133057110,,,,,,,,,,,,,,,,,,,,,
EMPRESA COLOMBIANA DE LAMINADOS - ECOLAMINADOS S.A.S.,57,3133059243,,,,,,,,,,,,,,,,,,,,,
MARTIN PESCADOR GROUP SAS,57,3133108547,,,,,,,,,,,,,,,,,,,,,
CATAPULTA PRODUCCIONES,57,3133133338,,,,,,,,,,,,,,,,,,,,,
I.G.T. S.A.S.,57,3133144415,,,,,,,,,,,,,,,,,,,,,
A&A SOLUCIONES - TIC S.A.S.,57,3133301759,,,,,,,,,,,,,,,,,,,,,
C.I. DERIVADOS Y SUBPRODUCTOS DE SANTANDER S.A.S.,57,3133333200,,,,,,,,,,,,,,,,,,,,,
BLOOM FLOWER 2 TRADE S.A.S,57,3133411552,,,,,,,,,,,,,,,,,,,,,
CONGRUPO S.A,57,3133493017,,,,,,,,,,,,,,,,,,,,,
INTERNATIONAL FRESH PRODUCES S.A.S,57,3133503087,,,,,,,,,,,,,,,,,,,,,
COOPERATIVA MULTIACTIVA AGROPECUARIA DE CACAOTEROS DEL DEPARTAMENTO DE ARAUCA,57,3133549226,,,,,,,,,,,,,,,,,,,,,
CALZA 3 S.A.S.,57,3133572773,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS MYN Y CIA LTDA,57,3133730967,,,,,,,,,,,,,,,,,,,,,
ELIND SAS,57,3133845117,,,,,,,,,,,,,,,,,,,,,
ELIND SAS,57,3133845117,,,,,,,,,,,,,,,,,,,,,
HACIENDA CAFETERA LA PRADERA,57,3133855660,,,,,,,,,,,,,,,,,,,,,
CONGRUPO S.A,57,3133898024,,,,,,,,,,,,,,,,,,,,,
VENTANAR S.A.S.,57,3133906913,,,,,,,,,,,,,,,,,,,,,
SYSTEMPACK LTDA,57,3133909556,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA Y MARROQUINERIAPYP,57,3133936738,,,,,,,,,,,,,,,,,,,,,
REDGREEN S.A,57,3133937844,,,,,,,,,,,,,,,,,,,,,
NOVACAMPO S.A. SCI,57,3133951498,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA Y EXPORTADORA BALDONY S.A.S,57,3133963313,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA Y EXPORTADORA BALDONY S.A.S,57,3133963313,,,,,,,,,,,,,,,,,,,,,
FRUTISIMA LTDA,57,3133963688,,,,,,,,,,,,,,,,,,,,,
KAWA COMERCIO SOSTENIBLE SAS,57,3134039663,,,,,,,,,,,,,,,,,,,,,
KAWA COMERCIO SOSTENIBLE SAS,57,3134039663,,,,,,,,,,,,,,,,,,,,,
INCOLVIT LTDA,57,3134188588,,,,,,,,,,,,,,,,,,,,,
UNIPERFILES S.A.S,57,3134200136,,,,,,,,,,,,,,,,,,,,,
AUTOBOTIKA S.A.S,57,3134200959,,,,,,,,,,,,,,,,,,,,,
C.I. KROIL S.A.,57,3134211854,,,,,,,,,,,,,,,,,,,,,
ANTIOQUEÑA DE CHOCOLATES Y LICORES SAS,57,3134227166,,,,,,,,,,,,,,,,,,,,,
SAVIV PUBLICIDAD Y CIA SAS,57,3134231614,,,,,,,,,,,,,,,,,,,,,
BENATURAL COMPANY,57,3134237667,,,,,,,,,,,,,,,,,,,,,
KAHAI SAS,57,3134325115,,,,,,,,,,,,,,,,,,,,,
LADRILLERA CASABLANCA S.A.S.,57,3134331006,,,,,,,,,,,,,,,,,,,,,
CERAMICA ANDINA LTDA.,57,3134339602,,,,,,,,,,,,,,,,,,,,,
MICROM INTERNACIONAL S.A.S.,57,3134411056,,,,,,,,,,,,,,,,,,,,,
FRIGORIFICO GUADALUPE SAS,57,3134428060,,,,,,,,,,,,,,,,,,,,,
COOLFISH SAS,57,3134555594,,,,,,,,,,,,,,,,,,,,,
INDUSTRIA COLOMBIANA DE CARNE S.A,57,3134611774,,,,,,,,,,,,,,,,,,,,,
DASAMETALES SAS,57,3134662819,,,,,,,,,,,,,,,,,,,,,
FABRICA DE PANELA CARMELITA,57,3134666270,,,,,,,,,,,,,,,,,,,,,
EXPORIUM CI SAS,57,3134668646,,,,,,,,,,,,,,,,,,,,,
ZIMPLE LOGISTICA SAS,57,3134676071,,,,,,,,,,,,,,,,,,,,,
GAMMAPEIT,57,3134681515,,,,,,,,,,,,,,,,,,,,,
FUNDACIÓN SANTA FE DE BOGOTÁ,57,3134705173,,,,,,,,,,,,,,,,,,,,,
POLIMEROS Y TEXTILES LTDA,57,3134789754,,,,,,,,,,,,,,,,,,,,,
ACHIRAS GIGANTEÑAS LA MEJOR S.A.S,57,3134891347,,,,,,,,,,,,,,,,,,,,,
PROTELA S.A.,57,3134916386,,,,,,,,,,,,,,,,,,,,,
FEZ CUERO S.A.S,57,3134990810,,,,,,,,,,,,,,,,,,,,,
SCALPI COSMETICA S.A.,57,3135215325,,,,,,,,,,,,,,,,,,,,,
CAFE DON VALLE SAS,57,3135299233,,,,,,,,,,,,,,,,,,,,,
MONOMEROS,57,3135322397,,,,,,,,,,,,,,,,,,,,,
AFIRED SAS,57,3135687076,,,,,,,,,,,,,,,,,,,,,
PROQUIDENT S.A.,57,3135717267,,,,,,,,,,,,,,,,,,,,,
CREACIONES SANTE S.A.S,57,3135785285,,,,,,,,,,,,,,,,,,,,,
NATIVAPPS SAS,57,3135860487,,,,,,,,,,,,,,,,,,,,,
BENDITA,57,3135999070,,,,,,,,,,,,,,,,,,,,,
PASABOCAS PATTY S.A.S,57,3136048389,,,,,,,,,,,,,,,,,,,,,
MANUFACTURAS INFANTILES SA,57,3136057078,,,,,,,,,,,,,,,,,,,,,
MEDEA INTERACTIVA SAS,57,3136067112,,,,,,,,,,,,,,,,,,,,,
MEDEA INTERACTIVA SAS,57,3136068329,,,,,,,,,,,,,,,,,,,,,
CI FACE AND BODY LTDA,57,3136131132,,,,,,,,,,,,,,,,,,,,,
DREWS MALE UNDERWEAR,57,3136142498,,,,,,,,,,,,,,,,,,,,,
METAL PLUS SAS,57,3136149490,,,,,,,,,,,,,,,,,,,,,
CLICHE MARKETING OLFATIVO/ MONICA RODRIGUEZ,57,3136151487,,,,,,,,,,,,,,,,,,,,,
BAN TRANS S.A.S,57,3136151852,,,,,,,,,,,,,,,,,,,,,
ANN CHERY / MANUFACTURAS MODEL INTERNACIONAL,57,3136242307,,,,,,,,,,,,,,,,,,,,,
IRGUS S.A.S,57,3136439725,,,,,,,,,,,,,,,,,,,,,
FAMILY BEANS S.A.S,57,3136440180,,,,,,,,,,,,,,,,,,,,,
FAMILY BEANS S.A.S,57,3136443834,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA INTERNACIONAL C-BUSINESS SOURSE S.A.S,57,3136451956,,,,,,,,,,,,,,,,,,,,,
INTAP S.A.S,57,3136451956,,,,,,,,,,,,,,,,,,,,,
THIS FRUTA SAS,57,3136489448,,,,,,,,,,,,,,,,,,,,,
XTON,57,3136490158,,,,,,,,,,,,,,,,,,,,,
INVERSIONES NAPY S.A.,57,3136491955,,,,,,,,,,,,,,,,,,,,,
VILA S.A.S.,57,3136556316,,,,,,,,,,,,,,,,,,,,,
COLOMBIA INDUSTRIAL AUTOMOTRIZ SAS,57,3136575986,,,,,,,,,,,,,,,,,,,,,
ANGLETON GROUP SAS,57,3136607015,,,,,,,,,,,,,,,,,,,,,
FOOD COLOMBIA SAS,57,3136614723,,,,,,,,,,,,,,,,,,,,,
IMAGEN Y MODA S.A,57,3136616815,,,,,,,,,,,,,,,,,,,,,
METECNO DE COLOMBIA S.A.,57,3136617316,,,,,,,,,,,,,,,,,,,,,
BODY SOUL ACTIVE WEAR S.A.S,57,3136719732,,,,,,,,,,,,,,,,,,,,,
ALTALENE SA,57,3136788090,,,,,,,,,,,,,,,,,,,,,
NUTRI-G SNACKS S.A.S,57,3136860324,,,,,,,,,,,,,,,,,,,,,
SEGURIDAD ALIMENTARIA DE OCCIDENTE SAS,57,3136862785,,,,,,,,,,,,,,,,,,,,,
WANACOL SAS,57,3136891238,,,,,,,,,,,,,,,,,,,,,
ESTIVO SA,57,3136955289,,,,,,,,,,,,,,,,,,,,,
TRUE SS SAS,57,3136956578,,,,,,,,,,,,,,,,,,,,,
INGENIO RISARALDA S.A,57,3137162147,,,,,,,,,,,,,,,,,,,,,
COMESTIBLES ALDOR,57,3137171046,,,,,,,,,,,,,,,,,,,,,
RIGHT COMMERCE COLOMBIA,57,3137209662,,,,,,,,,,,,,,,,,,,,,
SORETEXDECOLOMBIA /MARÍA SORELLY PINEDA ECHEVERRI,57,3137211742,,,,,,,,,,,,,,,,,,,,,
DISEÑOS Y SOLUCIONES INDUSTRIALES,57,3137264936,,,,,,,,,,,,,,,,,,,,,
HACIENDA LA ESPERANZA,57,3137300042,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES CIELITO LTDA,57,3137300134,,,,,,,,,,,,,,,,,,,,,
INARCSOFT S.A.S,57,3137343362,,,,,,,,,,,,,,,,,,,,,
ARKIX SA.,57,3137370037,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA DE BELLEZA S.A.S.,57,3137370339,,,,,,,,,,,,,,,,,,,,,
C.I. MALIBAY SAS,57,3137387511,,,,,,,,,,,,,,,,,,,,,
ALPACA S.A.S.,57,3137395384,,,,,,,,,,,,,,,,,,,,,
VISION TECNOLOGICA SAS,57,3137435400,,,,,,,,,,,,,,,,,,,,,
FOCUS GROUP LATAM,57,3137467066,,,,,,,,,,,,,,,,,,,,,
BODYFIT S.A.S,57,3137471209,,,,,,,,,,,,,,,,,,,,,
C.I. INDUDISE S.A.,57,3137488956,,,,,,,,,,,,,,,,,,,,,
DESCAFECOL,57,3137590634,,,,,,,,,,,,,,,,,,,,,
INGENIO RISARALDA S.A,57,3137591198,,,,,,,,,,,,,,,,,,,,,
GRUPO LOPERA INGENIEROS S.A,57,3137591490,,,,,,,,,,,,,,,,,,,,,
C I CONCEPTO DE DISEÑO S.A.S,57,3137659490,,,,,,,,,,,,,,,,,,,,,
BODYFIT S.A.S,57,3137678173,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS MORARBE S.A.S.,57,3137684279,,,,,,,,,,,,,,,,,,,,,
BEMOR INTERNACIONAL,57,3137791986,,,,,,,,,,,,,,,,,,,,,
PRICAP S.A.S.,57,3137819022,,,,,,,,,,,,,,,,,,,,,
MARE MANNEQUINS S.A.S,57,3137844111,,,,,,,,,,,,,,,,,,,,,
E&E CONFUTURO SAS,57,3137975321,,,,,,,,,,,,,,,,,,,,,
PACIFIC PRODUCTS S.A.S,57,3137976102,,,,,,,,,,,,,,,,,,,,,
CROYDON COLOMBIA S.A.,57,3138092058,,,,,,,,,,,,,,,,,,,,,
SCI MUNDO ANDINA CUCUTA SAS,57,3138117407,,,,,,,,,,,,,,,,,,,,,
TECNOINDUSTRIAL DEL LLANO SAS,57,3138118868,,,,,,,,,,,,,,,,,,,,,
COLOMBIAN OUTSOURCING SOLUTIONS,57,3138140196,,,,,,,,,,,,,,,,,,,,,
GRICOL S.A.,57,3138171548,,,,,,,,,,,,,,,,,,,,,
PIENZA MEETING DE COLOMBIA S.A.S,57,3138179299,,,,,,,,,,,,,,,,,,,,,
BIOFRUT COMPANY S.A.S.,57,3138299368,,,,,,,,,,,,,,,,,,,,,
ARTECMA SAS,57,3138311183,,,,,,,,,,,,,,,,,,,,,
CURVE & CO,57,3138364940,,,,,,,,,,,,,,,,,,,,,
C I FISH CO SAS,57,3138521555,,,,,,,,,,,,,,,,,,,,,
MANUFACTURAS VALEN SAS,57,3138526468,,,,,,,,,,,,,,,,,,,,,
RED DE ASOCIACIONES DE PRODUCTORES DE CACAO DEL HUILA,57,3138559143,,,,,,,,,,,,,,,,,,,,,
TESORO COSMETICA NATURAL S.A.S.,57,3138705885,,,,,,,,,,,,,,,,,,,,,
GETRONICS COLOMBIA,57,3138707907,,,,,,,,,,,,,,,,,,,,,
ARK SOLUCIONES ARQUITECTÓNICAS Y DISEÑO S.A.S,57,3138834826,,,,,,,,,,,,,,,,,,,,,
FAPROCOL S.A.S.,57,3138851341,,,,,,,,,,,,,,,,,,,,,
FAPROCOL S.A.S.,57,3138851341,,,,,,,,,,,,,,,,,,,,,
COLIBRI FLOWERS SA,57,3138856925,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS LYZMHORÈ LTDA,57,3138858801,,,,,,,,,,,,,,,,,,,,,
GANADERIA MANZANARES,57,3138865394,,,,,,,,,,,,,,,,,,,,,
COMFRUTAS EXPORT SAS,57,3138868808,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS AUROFARMA S.A.S,57,3138890338,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA Y DISTRIBUIDORA DE CALZADO Y TEXTILES SUBLIME GRACIA S.A.S.,57,3138892352,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA Y DISTRIBUIDORA DE CALZADO Y TEXTILES SUBLIME GRACIA S.A.S.,57,3138892352,,,,,,,,,,,,,,,,,,,,,
PULPAFRUIT SA,57,3138895382,,,,,,,,,,,,,,,,,,,,,
DISTRIBUIDORA JB SPORT,57,3138921641,,,,,,,,,,,,,,,,,,,,,
TECH4RIDERS S.A.S.,57,3138924287,,,,,,,,,,,,,,,,,,,,,
C.I. CREACIONES MAS BELLA LTDA,57,3138928956,,,,,,,,,,,,,,,,,,,,,
C.I. CREACIONES MAS BELLA LTDA,57,3138928956,,,,,,,,,,,,,,,,,,,,,
SKYONE,57,3138940587,,,,,,,,,,,,,,,,,,,,,
SKYONE,57,3138940587,,,,,,,,,,,,,,,,,,,,,
MICROM INTERNACIONAL S.A.S.,57,3138949677,,,,,,,,,,,,,,,,,,,,,
PLASTICOS MONCLAT S.AS.,57,3138973939,,,,,,,,,,,,,,,,,,,,,
PROSPECTIVA Y COMUNICACIÓN REGIONAL,57,3142146425,,,,,,,,,,,,,,,,,,,,,
LENUSCA BEACHWEAR,57,3142188482,,,,,,,,,,,,,,,,,,,,,
MACARENA FARMS SAS,57,3142208769,,,,,,,,,,,,,,,,,,,,,
ESTRUCTURAS PLASTICAS MADERPLAST S.A,57,3142252640,,,,,,,,,,,,,,,,,,,,,
FUNDACIÓN ENLACE ACTIVO,57,3142288406,,,,,,,,,,,,,,,,,,,,,
ECOCAIMAN S.A.S.,57,3142380909,,,,,,,,,,,,,,,,,,,,,
BUSINESS INTELLIGENCE SERVICES,57,3142384117,,,,,,,,,,,,,,,,,,,,,
SAETA INTERNATINAL SPORTS WEAR,57,3142388288,,,,,,,,,,,,,,,,,,,,,
SYSTEMPACK LTDA,57,3142420119,,,,,,,,,,,,,,,,,,,,,
INCALATEX SAS,57,3142502064,,,,,,,,,,,,,,,,,,,,,
NUVOTEX SAS,57,3142550740,,,,,,,,,,,,,,,,,,,,,
FITECO S.A.S.,57,3142652660,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA SIEMBRA SAS,57,3142718120,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES JOANS JEANS,57,3142758819,,,,,,,,,,,,,,,,,,,,,
MISIÓN CHOCOLATE CORPORACIÓN PARA EL DESARROLLO SOCIAL Y ECONÓMICO DE COLOMBIA,57,3142837862,,,,,,,,,,,,,,,,,,,,,
LAMINAS TROQUELADAS DE ANTIOQUIA,57,3142906778,,,,,,,,,,,,,,,,,,,,,
SOBREMEDIDAS SAS,57,3142957700,,,,,,,,,,,,,,,,,,,,,
SOBREMEDIDAS SAS,57,3142957711,,,,,,,,,,,,,,,,,,,,,
CONSORCIO METALURGICO NACIONAL LTDA,57,3142959390,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA INTERNACIONAL SVG COMPANY,57,3143046308,,,,,,,,,,,,,,,,,,,,,
DISTRIBUCIONES JACE S.A.,57,3143073756,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS RAMO S.A.,57,3143133908,,,,,,,,,,,,,,,,,,,,,
IMÁS DIGITAL,57,3143182439,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES RANGUID,57,3143300000,,,,,,,,,,,,,,,,,,,,,
FLP PROCESADOS SAS,57,3143311483,,,,,,,,,,,,,,,,,,,,,
YETTU SAS,57,3143318441,,,,,,,,,,,,,,,,,,,,,
CALZADO SAN POLOS SAS,57,3143566969,,,,,,,,,,,,,,,,,,,,,
ARTIKA,57,3143580885,,,,,,,,,,,,,,,,,,,,,
FRANCISCO SERRANO,57,3143600285,,,,,,,,,,,,,,,,,,,,,
COMERCIALIZADORA INTERNACIONAL SVG COMPANY,57,3143653262,,,,,,,,,,,,,,,,,,,,,
DASAMETALES SAS,57,3143676125,,,,,,,,,,,,,,,,,,,,,
AG ANIMATION STUDIO S.A.S,57,3143726747,,,,,,,,,,,,,,,,,,,,,
FIBERTEX CORPORATION,57,3143826675,,,,,,,,,,,,,,,,,,,,,
CI PREMIER S.A.S,57,3143938713,,,,,,,,,,,,,,,,,,,,,
CI PREMIER S.A.S,57,3143938713,,,,,,,,,,,,,,,,,,,,,
MANUFACTURA MAQUILA Y MODA S.A.S,57,3143941524,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS ALIMENTICIOS BELLINI SAS,57,3143945481,,,,,,,,,,,,,,,,,,,,,
ZIMPLE LOGISTICA SAS,57,3143947979,,,,,,,,,,,,,,,,,,,,,
CONECTIVA NETWORKS,57,3144086613,,,,,,,,,,,,,,,,,,,,,
LÖK FOODS,57,3144116270,,,,,,,,,,,,,,,,,,,,,
PI PUBLICIDAD INTERACTIVA SAS,57,3144121304,,,,,,,,,,,,,,,,,,,,,
INSUALIMENTOS SAS,57,3144209246,,,,,,,,,,,,,,,,,,,,,
LABORATORIOS VIDASTEVIA S.A,57,3144292822,,,,,,,,,,,,,,,,,,,,,
AMIGOS AMG LTDA COMERCIALIZADORA DE CAFE PITAYO,57,3144307034,,,,,,,,,,,,,,,,,,,,,
DIGITAL WARE S.A.,57,3144341119,,,,,,,,,,,,,,,,,,,,,
DIGITAL WARE S.A.,57,3144357404,,,,,,,,,,,,,,,,,,,,,
BAENAMORA CIA LTDA,57,3144426212,,,,,,,,,,,,,,,,,,,,,
VENTANAR S.A.S.,57,3144448241,,,,,,,,,,,,,,,,,,,,,
PAN PA YA! LTDA,57,3144704665,,,,,,,,,,,,,,,,,,,,,
PAN PA YA! LTDA,57,3144704665,,,,,,,,,,,,,,,,,,,,,
PAPÚA,57,3144707562,,,,,,,,,,,,,,,,,,,,,
ANAMAY LTDA,57,3144738262,,,,,,,,,,,,,,,,,,,,,
CAFEXPORT CURITÍ SAS,57,3144767873,,,,,,,,,,,,,,,,,,,,,
LAB INTERACTIVOS S.A.S,57,3144784156,,,,,,,,,,,,,,,,,,,,,
HEAVEN'S FRUITS,57,3144785237,,,,,,,,,,,,,,,,,,,,,
MERCEDES SALAZAR JOYERIA S.A.,57,3144846712,,,,,,,,,,,,,,,,,,,,,
APSAGROUP AUTOMOTIVE PLASTICS S.A,57,3145161904,,,,,,,,,,,,,,,,,,,,,
SELECTTY GLOBAL FOODS S.A.S,57,3145388071,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS ALIMENTICIOS LA HOGAREÑA S.A.S,57,3145414927,,,,,,,,,,,,,,,,,,,,,
JOONIK S.A.S.,57,3145473893,,,,,,,,,,,,,,,,,,,,,
ALMIDONES SUCRE,57,3145531353,,,,,,,,,,,,,,,,,,,,,
MONTESIERRA EXPORT S.A.S,57,3145622207,,,,,,,,,,,,,,,,,,,,,
PROEMPAQUES SAS,57,3145678992,,,,,,,,,,,,,,,,,,,,,
ARNEG ANDINA LTDA.,57,3145812036,,,,,,,,,,,,,,,,,,,,,
LADRILLERA LOS CERROS DEL 34 SA,57,3145932934,,,,,,,,,,,,,,,,,,,,,
SERVILLETAS Y ROLLOS DE PAPEL SAS,57,3145958488,,,,,,,,,,,,,,,,,,,,,
ARNEG ANDINA LTDA.,57,3145958592,,,,,,,,,,,,,,,,,,,,,
ELECTROCONTROL S.A,57,3146021296,,,,,,,,,,,,,,,,,,,,,
C.I. FRUTICOL INDUSTRIAL S.A.S,57,3146185643,,,,,,,,,,,,,,,,,,,,,
C.I. FRUTICOL INDUSTRIAL S.A.S,57,3146185643,,,,,,,,,,,,,,,,,,,,,
C.I. INDUDISE S.A.,57,3146205458,,,,,,,,,,,,,,,,,,,,,
FRUTALES LAS LAJAS S.A.,57,3146209163,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS SUR E.U.,57,3146220724,,,,,,,,,,,,,,,,,,,,,
CAFE LA MORELIA SAS,57,3146252321,,,,,,,,,,,,,,,,,,,,,
CAFE LA MORELIA SAS,57,3146252321,,,,,,,,,,,,,,,,,,,,,
AMORES FILOSÓFICOS,57,3146261585,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS ROMIL S.A.S.,57,3146261585,,,,,,,,,,,,,,,,,,,,,
CONGELADOS HECHIZO S.A.S,57,3146302351,,,,,,,,,,,,,,,,,,,,,
C.I. CODELIN S.A,57,3146308751,,,,,,,,,,,,,,,,,,,,,
CUEROS EL MURAL,57,3146309077,,,,,,,,,,,,,,,,,,,,,
YEMAIL DAPHNE SAS,57,3146319105,,,,,,,,,,,,,,,,,,,,,
CI DISTRIHOGAR S.A.S,57,3146329961,,,,,,,,,,,,,,,,,,,,,
GRUPO SADHANA S.A.S,57,3146331948,,,,,,,,,,,,,,,,,,,,,
DISTRIBUIDORA INDUSTRIAL GODOY S.A.S DIG MODA,57,3146354070,,,,,,,,,,,,,,,,,,,,,
LATEXPORT SAS,57,3146389421,,,,,,,,,,,,,,,,,,,,,
CONFECCIONES MAISHA S.A..,57,3146448427,,,,,,,,,,,,,,,,,,,,,
EDWARD HERNEY CORDOBA JIMENEZ,57,3146451985,,,,,,,,,,,,,,,,,,,,,
FRUTALES LAS LAJAS S.A.,57,3146452477,,,,,,,,,,,,,,,,,,,,,
SOTIUGAL S.A.S.,57,3146627399,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS BRONCO S.A.,57,3146737616,,,,,,,,,,,,,,,,,,,,,
DO JEANS CONFECCIONES S.A.S,57,3146768751,,,,,,,,,,,,,,,,,,,,,
MERCADEO Y MODA SAS (CHEVIGNON AMERICANINO & ESPRIT),57,3146796389,,,,,,,,,,,,,,,,,,,,,
SOCODA,57,3146820305,,,,,,,,,,,,,,,,,,,,,
CI DISTRIHOGAR S.A.S,57,3146823250,,,,,,,,,,,,,,,,,,,,,
COMBIA INSPIRACION SAS,57,3146825396,,,,,,,,,,,,,,,,,,,,,
TECNOLOGIA EN CUBRIMIENTO TOPTEC S.A.,57,3146828313,,,,,,,,,,,,,,,,,,,,,
AHO INGENIERIA LTDA,57,3146943696,,,,,,,,,,,,,,,,,,,,,
METALICAS & LIGHTING,57,3146947383,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS BASE COOK S.A.S,57,3147083096,,,,,,,,,,,,,,,,,,,,,
CAMMINATORE S.A.S,57,3147094345,,,,,,,,,,,,,,,,,,,,,
PRODUCTOS ALIMENTICIOS DORIA SAS,57,3147189369,,,,,,,,,,,,,,,,,,,,,
ETIQUETAS E IMPRESOSO GRAFICOS S.A.,57,3147394746,,,,,,,,,,,,,,,,,,,,,
ECOHILANDES SAS,57,3147399180,,,,,,,,,,,,,,,,,,,,,
INDUSTRIAS ESTRA S.A.,57,3147404802,,,,,,,,,,,,,,,,,,,,,
LANDERS Y CÍA S.A.S.,57,3147470805,,,,,,,,,,,,,,,,,,,,,
MAQUIEMPANADAS SAS,57,3147733146,,,,,,,,,,,,,,,,,,,,,
AYCO LTDA,57,3147792701,,,,,,,,,,,,,,,,,,,,,
EL ARMARIO DE SIMONA,57,3147792971,,,,,,,,,,,,,,,,,,,,,
LATEXPORT SAS,57,3147907063,,,,,,,,,,,,,,,,,,,,,
TITAN TIRE CORPORATION DE COLOMBIA S.A.S,57,3147908518,,,,,,,,,,,,,,,,,,,,,
CONGELADOS CRISS SAS,57,3147909004,,,,,,,,,,,,,,,,,,,,,
CEPILAB S.A.S.,57,3147918808,,,,,,,,,,,,,,,,,,,,,
